#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
EPIISL539790/B.1/2020-08-15/LOJA	2020-08-15	2020.621585	2020.621585	2020.621585
EPIISL539784/B.1/2020-08-19/NAPO	2020-08-19	2020.632514	2020.632514	2020.632514
NODE_0001439	2020-07-14	2020.534153	2020.493098	2020.534153
EPIISL527813/B.1.223/2020-08-20/ESMERALDAS	2020-08-20	2020.635246	2020.635246	2020.635246
EPIISL516649/B.1.223/2020-07-14/ZAMORA_CHINCHIPE	2020-07-14	2020.534153	2020.534153	2020.534153
NODE_0001441	2020-07-25	2020.564208	2020.540577	2020.564208
EPIISL516652/B.1.223/2020-07-29/ORELLANA	2020-07-29	2020.575137	2020.575137	2020.575137
EPIISL516651/B.1.223/2020-07-25/LOS_RIOS	2020-07-25	2020.564208	2020.564208	2020.564208
NODE_0000424	2020-07-31	2020.580574	2020.555873	2020.594262
EPIISL539788/B.1.223/2020-08-05/AZUAY	2020-08-05	2020.594262	2020.594262	2020.594262
NODE_0000425	2020-08-12	2020.613388	2020.582077	2020.613388
EPIISL525438/B.1.223/2020-08-14/PICHINCHA	2020-08-14	2020.618852	2020.618852	2020.618852
EPIISL525436/B.1.223/2020-08-12/IMBABURA	2020-08-12	2020.613388	2020.613388	2020.613388
NODE_0000426	2020-06-12	2020.445892	2020.035637	2020.726607
NODE_0001467	2020-06-30	2020.495435	2020.176425	2020.755331
EPIISL940769/B.1/2020-12-31/GUAYAS	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0001468	2020-08-19	2020.632358	2020.378025	2020.791485
NODE_0001469	2020-09-10	2020.692400	2020.485536	2020.811161
NODE_0001470	2020-10-23	2020.810858	2020.724203	2020.823770
150028_S41/B.1.177.35/2020-10-28/MANABI	2020-10-28	2020.823770	2020.823770	2020.823770
150029_S42/B.1.177.35/2020-10-29/MANABI	2020-10-29	2020.826503	2020.826503	2020.826503
NODE_0001471	2020-12-16	2020.956887	2020.883364	2020.976776
173617_S9/B.1.177/2020-12-23/GUAYAS	2020-12-23	2020.976776	2020.976776	2020.976776
174183_S38/B.1.177/2020-12-23/GUAYAS	2020-12-23	2020.976776	2020.976776	2020.976776
NODE_0000432	2020-09-02	2020.670517	2020.429686	2020.820419
156268_S86/B.1.177/2020-11-16/GUAYAS	2020-11-16	2020.875683	2020.875683	2020.875683
NODE_0001473	2020-11-16	2020.875600	2020.746117	2020.963868
NODE_0000437	2020-12-07	2020.933310	2020.746669	2020.961901
173815_S7/B.1.177.74/2020-12-21/LOJA	2020-12-21	2020.971311	2020.971311	2020.971311
173825_S88/B.1.177.74/2020-12-22/LOJA	2020-12-22	2020.974044	2020.974044	2020.974044
NODE_0000438	2020-12-05	2020.928651	2020.746830	2020.957444
173813_S6/B.1.177.74/2020-12-22/LOJA	2020-12-22	2020.974044	2020.974044	2020.974044
173824_S87/B.1.177.74/2020-12-22/LOJA	2020-12-22	2020.974044	2020.974044	2020.974044
NODE_0000440	2020-06-30	2020.495878	2020.048498	2020.740566
NODE_0001446	2020-09-17	2020.711587	2020.630799	2020.750000
EPIISL660533/B.1/2020-10-05/COTOPAXI	2020-10-05	2020.760929	2020.760929	2020.760929
EPIISL660531/B.1/2020-10-01/TUNGURAHUA	2020-10-01	2020.750000	2020.750000	2020.750000
NODE_0001476	2020-09-02	2020.670725	2020.301435	2020.885667
NODE_0000443	2020-10-05	2020.760558	2020.295625	2021.114190
EPIISL3088311/B.1/2021-07-19/GUAYAS	2021-07-19	2021.546575	2021.546575	2021.546575
NODE_0001478	2021-02-03	2021.091647	2020.828392	2021.312354
NODE_0000445	2021-07-29	2021.572619	2021.491635	2021.573973
EPIISL3824567/B.1/2021-07-29/CHIMBORAZO	2021-07-29	2021.573973	2021.573973	2021.573973
EPIISL3824580/B.1/2021-08-16/PICHINCHA	2021-08-16	2021.623288	2021.623288	2021.623288
NODE_0001480	2021-03-24	2021.226381	2021.145331	2021.338196
EPIISL5330386/B.1/2021-08-02/PICHINCHA	2021-08-02	2021.584932	2021.584932	2021.584932
NODE_0001481	2021-03-30	2021.241872	2021.147299	2021.335754
EPIISL3824598/B.1/2021-07-27/PICHINCHA	2021-07-27	2021.568493	2021.568493	2021.568493
NODE_0001482	2021-04-06	2021.260611	2021.216395	2021.345219
NODE_0001483	2021-06-14	2021.450603	2021.408603	2021.515267
EPIISL5330403/B.1.621/2021-07-21/PICHINCHA	2021-07-21	2021.552055	2021.552055	2021.552055
NODE_0001484	2021-06-29	2021.491538	2021.442877	2021.519609
EPIISL5330405/B.1.621/2021-07-30/PICHINCHA	2021-07-30	2021.576712	2021.576712	2021.576712
NODE_0001485	2021-07-06	2021.510663	2021.484515	2021.544144
EPIISL5330398/B.1.621/2021-08-10/PICHINCHA	2021-08-10	2021.606849	2021.606849	2021.606849
NODE_0001486	2021-07-14	2021.532781	2021.507149	2021.543309
EPIISL6334970/B.1.621/2021-09-01/GUAYAS	2021-09-01	2021.667123	2021.667123	2021.667123
NODE_0000454	2021-07-15	2021.535447	2021.516883	2021.545801
EPIISL3274432/B.1.621/2021-07-19/GUAYAS	2021-07-19	2021.546575	2021.546575	2021.546575
NODE_0001487	2021-07-26	2021.564982	2021.542291	2021.565753
EPIISL4497204/B.1.621/2021-07-26/GUAYAS	2021-07-26	2021.565753	2021.565753	2021.565753
EPIISL6129047/B.1.621/2021-08-19/IMBABURA	2021-08-19	2021.631507	2021.631507	2021.631507
NODE_0001489	2021-04-14	2021.283707	2021.249523	2021.350630
NODE_0001579	2021-04-19	2021.296436	2021.258836	2021.374294
NODE_0001580	2021-05-26	2021.398609	2021.351551	2021.446335
NODE_0001581	2021-06-08	2021.434219	2021.396553	2021.470373
EPIISL3010461/B.1.621/2021-06-28/CHIMBORAZO	2021-06-28	2021.489041	2021.489041	2021.489041
NODE_0001582	2021-06-23	2021.475143	2021.442715	2021.493032
EPIISL3010447/B.1.621/2021-06-30/CHIMBORAZO	2021-06-30	2021.494521	2021.494521	2021.494521
EPIISL4496977/B.1.621/2021-07-27/EL_ORO	2021-07-27	2021.568493	2021.568493	2021.568493
NODE_0000462	2021-06-02	2021.417707	2021.357286	2021.449052
NODE_0001584	2021-07-01	2021.496370	2021.465316	2021.507022
EPIISL3133208/B.1.621/2021-07-05/CHIMBORAZO	2021-07-05	2021.508219	2021.508219	2021.508219
EPIISL3274461/B.1.621/2021-07-16/PICHINCHA	2021-07-16	2021.538356	2021.538356	2021.538356
NODE_0001585	2021-06-29	2021.491520	2021.460210	2021.491781
EPIISL3010429/B.1.621/2021-06-29/CHIMBORAZO	2021-06-29	2021.491781	2021.491781	2021.491781
NODE_0001586	2021-07-16	2021.538131	2021.500511	2021.546575
EPIISL4497235/B.1.621/2021-07-19/PICHINCHA	2021-07-19	2021.546575	2021.546575	2021.546575
EPIISL5330409/B.1.621/2021-07-31/PICHINCHA	2021-07-31	2021.579452	2021.579452	2021.579452
NODE_0001587	2021-05-26	2021.398570	2021.323782	2021.479517
NODE_0001591	2021-07-20	2021.548318	2021.490314	2021.601821
EPIISL6128905/B.1.621/2021-08-26/GUAYAS	2021-08-26	2021.650685	2021.650685	2021.650685
EPIISL6128997/B.1.621/2021-08-17/PICHINCHA	2021-08-17	2021.626027	2021.626027	2021.626027
NODE_0000469	2021-05-27	2021.401263	2021.329268	2021.482244
NODE_0000470	2021-06-02	2021.417760	2021.329492	2021.485348
EPIISL6128883/B.1.621/2021-08-23/PICHINCHA	2021-08-23	2021.642466	2021.642466	2021.642466
NODE_0001590	2021-07-19	2021.546004	2021.511477	2021.546575
EPIISL6128888/B.1.621/2021-08-20/TUNGURAHUA	2021-08-20	2021.634247	2021.634247	2021.634247
EPIISL4497144/B.1.621/2021-07-19/PICHINCHA	2021-07-19	2021.546575	2021.546575	2021.546575
NODE_0001592	2021-06-30	2021.494492	2021.475371	2021.516438
EPIISL6128920/B.1.621/2021-08-13/MANABI	2021-08-13	2021.615068	2021.615068	2021.615068
NODE_0001593	2021-07-19	2021.546030	2021.507055	2021.558680
EPIISL4497019/B.1.621/2021-07-25/GUAYAS	2021-07-25	2021.563014	2021.563014	2021.563014
EPIISL4497103/B.1.621/2021-07-28/GUAYAS	2021-07-28	2021.571233	2021.571233	2021.571233
NODE_0000474	2021-07-05	2021.508101	2021.481749	2021.516002
EPIISL3133193/B.1.621/2021-07-08/SANTO_DOMINGO	2021-07-08	2021.516438	2021.516438	2021.516438
NODE_0000475	2021-07-15	2021.535381	2021.467543	2021.582812
EPIISL6128931/B.1.621/2021-08-23/PICHINCHA	2021-08-23	2021.642466	2021.642466	2021.642466
EPIISL6129096/B.1.621/2021-08-15/SANTO_DOMINGO	2021-08-15	2021.620548	2021.620548	2021.620548
NODE_0001555	2021-04-25	2021.314004	2021.287803	2021.373031
NODE_0001567	2021-05-27	2021.401170	2021.299318	2021.500238
EPIISL4497184/B.1.621/2021-07-25/SANTO_DOMINGO	2021-07-25	2021.563014	2021.563014	2021.563014
EPIISL6129174/B.1.621/2021-08-19/SANTO_DOMINGO	2021-08-19	2021.631507	2021.631507	2021.631507
NODE_0000480	2021-04-28	2021.323064	2021.293081	2021.373478
NODE_0000482	2021-05-04	2021.338707	2021.294637	2021.378815
EPIISL3010443/B.1.621/2021-07-01/EL_ORO	2021-07-01	2021.497260	2021.497260	2021.497260
NODE_0001571	2021-07-05	2021.508214	2021.463456	2021.540934
EPIISL4497093/B.1.621/2021-07-22/MANABI	2021-07-22	2021.554795	2021.554795	2021.554795
NODE_0000485	2021-07-15	2021.535549	2021.470677	2021.586560
EPIISL6334964/B.1.621/2021-08-30/PICHINCHA	2021-08-30	2021.661644	2021.661644	2021.661644
NODE_0001573	2021-08-16	2021.623237	2021.580608	2021.634247
EPIISL6129193/B.1.621/2021-08-20/MANABI	2021-08-20	2021.634247	2021.634247	2021.634247
EPIISL6129206/B.1.621/2021-08-26/MANABI	2021-08-26	2021.650685	2021.650685	2021.650685
NODE_0000487	2021-05-04	2021.338163	2021.296094	2021.373801
NODE_0000488	2021-05-11	2021.358858	2021.295971	2021.390435
EPIISL3010438/B.1.621/2021-06-21/CHIMBORAZO	2021-06-21	2021.469863	2021.469863	2021.469863
NODE_0001569	2021-06-30	2021.495883	2021.418303	2021.560204
EPIISL6129187/B.1.621/2021-08-19/SANTO_DOMINGO	2021-08-19	2021.631507	2021.631507	2021.631507
EPIISL6334956/B.1.621/2021-08-31/GUAYAS	2021-08-31	2021.664384	2021.664384	2021.664384
NODE_0000490	2021-05-05	2021.341027	2021.300460	2021.378753
NODE_0001566	2021-06-08	2021.434247	2021.417963	2021.434247
EPIISL3010444/B.1.621/2021-06-28/GUAYAS	2021-06-28	2021.489041	2021.489041	2021.489041
EPIISL2897555/B.1.621/2021-06-08/GUAYAS	2021-06-08	2021.434247	2021.434247	2021.434247
NODE_0000492	2021-05-12	2021.360141	2021.298464	2021.421768
EPIISL6129056/B.1.621/2021-08-22/PICHINCHA	2021-08-22	2021.639726	2021.639726	2021.639726
NODE_0001558	2021-07-15	2021.535526	2021.501203	2021.557403
EPIISL6334960/B.1.621/2021-08-31/CHIMBORAZO	2021-08-31	2021.664384	2021.664384	2021.664384
EPIISL4497259/B.1.621/2021-07-22/LOS_RAOS	--	--	--	--
NODE_0000586	2021-07-20	2021.548585	2021.527762	2021.563014
EPIISL4497092/B.1.621/2021-07-25/GUAYAS	2021-07-25	2021.563014	2021.563014	2021.563014
EPIISL5771494/B.1.621/2021-07-30/GUAYAS	2021-07-30	2021.576712	2021.576712	2021.576712
NODE_0000494	2021-07-19	2021.546440	2021.519224	2021.584733
EPIISL6129160/B.1.621/2021-08-17/GUAYAS	2021-08-17	2021.626027	2021.626027	2021.626027
NODE_0000495	2021-07-29	2021.573451	2021.534279	2021.625066
EPIISL6129153/B.1.621/2021-08-23/GUAYAS	2021-08-23	2021.642466	2021.642466	2021.642466
EPIISL6129155/B.1.621/2021-08-19/LOS_RIOS	2021-08-19	2021.631507	2021.631507	2021.631507
NODE_0000496	2021-04-17	2021.291628	2021.251750	2021.374647
NODE_0000497	2021-04-24	2021.311120	2021.254580	2021.378317
EPIISL5771496/B.1.621/2021-07-30/GUAYAS	2021-07-30	2021.576712	2021.576712	2021.576712
NODE_0000498	2021-04-29	2021.324407	2021.257191	2021.382507
NODE_0000499	2021-05-05	2021.342443	2021.256507	2021.393855
NODE_0001554	2021-07-19	2021.546494	2021.500221	2021.564806
EPIISL4497197/B.1.621/2021-07-28/GUAYAS	2021-07-28	2021.571233	2021.571233	2021.571233
EPIISL5771492/B.1.621/2021-07-30/GUAYAS	2021-07-30	2021.576712	2021.576712	2021.576712
NODE_0001550	2021-07-13	2021.530137	2021.489817	2021.530137
EPIISL3274589/B.1.621/2021-07-20/MANABA	--	--	--	--
EPIISL3133201/B.1.621/2021-07-13/GUAYAS	2021-07-13	2021.530137	2021.530137	2021.530137
NODE_0000502	2021-05-05	2021.340971	2021.257362	2021.389572
EPIISL3010450/B.1.621/2021-07-03/SANTO_DOMINGO	2021-07-03	2021.502740	2021.502740	2021.502740
NODE_0000503	2021-05-12	2021.360258	2021.256173	2021.399627
EPIISL4496996/B.1.621/2021-07-19/PICHINCHA	2021-07-19	2021.546575	2021.546575	2021.546575
NODE_0001576	2021-07-05	2021.508140	2021.480142	2021.536668
EPIISL3274613/B.1.621/2021-07-20/EL_ORO	2021-07-20	2021.549315	2021.549315	2021.549315
NODE_0000505	2021-07-14	2021.532803	2021.503679	2021.549315
EPIISL3274579/B.1.621/2021-07-20/EL_ORO	2021-07-20	2021.549315	2021.549315	2021.549315
NODE_0000508	2021-07-20	2021.549315	2021.526989	2021.549315
EPIISL3274619/B.1.621/2021-07-20/EL_ORO	2021-07-20	2021.549315	2021.549315	2021.549315
EPIISL3274412/B.1.621/2021-07-20/EL_ORO	2021-07-20	2021.549315	2021.549315	2021.549315
NODE_0001598	2021-05-05	2021.341057	2021.319175	2021.432353
EPIISL4497129/B.1.621/2021-07-07/LOS_RAOS	--	--	--	--
NODE_0001600	2021-06-08	2021.434040	2021.395018	2021.477339
EPIISL3010463/B.1.621/2021-06-25/CHIMBORAZO	2021-06-25	2021.480822	2021.480822	2021.480822
NODE_0000511	2021-06-14	2021.450675	2021.409081	2021.529929
EPIISL3274451/B.1.621/2021-07-14/CHIMBORAZO	2021-07-14	2021.532877	2021.532877	2021.532877
NODE_0000512	2021-06-28	2021.489007	2021.391571	2021.510843
EPIISL3274421/B.1.621/2021-07-21/MANABI	2021-07-21	2021.552055	2021.552055	2021.552055
NODE_0000513	2021-07-01	2021.497211	2021.417031	2021.528739
EPIISL11579424/B.1.621/2021-07-29/PICHINCHA	2021-07-29	2021.573973	2021.573973	2021.573973
EPIISL3274598/B.1.621/2021-07-15/CARCHI	2021-07-15	2021.535616	2021.535616	2021.535616
NODE_0000514	2021-05-12	2021.360248	2021.306961	2021.479990
NODE_0000516	2021-05-27	2021.401301	2021.301919	2021.486299
EPIISL4497154/B.1.621/2021-07-29/GUAYAS	2021-07-29	2021.573973	2021.573973	2021.573973
NODE_0000517	2021-06-14	2021.450372	2021.300072	2021.515794
EPIISL6334981/B.1.621/2021-09-01/PICHINCHA	2021-09-01	2021.667123	2021.667123	2021.667123
EPIISL5771498/B.1.621/2021-08-11/GUAYAS	2021-08-11	2021.609589	2021.609589	2021.609589
NODE_0001608	2021-06-21	2021.469807	2021.415513	2021.508316
EPIISL4497145/B.1.621/2021-07-19/PICHINCHA	2021-07-19	2021.546575	2021.546575	2021.546575
NODE_0001609	2021-06-30	2021.494470	2021.470607	2021.513699
EPIISL3133197/B.1.621/2021-07-09/PICHINCHA	2021-07-09	2021.519178	2021.519178	2021.519178
NODE_0000520	2021-07-07	2021.513699	2021.493623	2021.513699
EPIISL4497219/B.1.621/2021-07-19/PICHINCHA	2021-07-19	2021.546575	2021.546575	2021.546575
EPIISL3133206/B.1.621/2021-07-07/GUAYAS	2021-07-07	2021.513699	2021.513699	2021.513699
NODE_0001611	2021-05-13	2021.362953	2021.330353	2021.442515
NODE_0001612	2021-05-26	2021.399973	2021.373663	2021.453425
EPIISL6129134/B.1.621/2021-08-17/PICHINCHA	2021-08-17	2021.626027	2021.626027	2021.626027
EPIISL2897550/B.1.621/2021-06-15/MANABI	2021-06-15	2021.453425	2021.453425	2021.453425
NODE_0000523	2021-05-21	2021.384610	2021.353831	2021.452444
NODE_0001620	2021-07-05	2021.508016	2021.453325	2021.508219
EPIISL3010433/B.1.621/2021-07-05/LOS_RIOS	2021-07-05	2021.508219	2021.508219	2021.508219
NODE_0001621	2021-08-10	2021.606589	2021.546852	2021.617843
EPIISL5771499/B.1.621/2021-08-15/GUAYAS	2021-08-15	2021.620548	2021.620548	2021.620548
EPIISL5771501/B.1.621/2021-08-17/GUAYAS	2021-08-17	2021.626027	2021.626027	2021.626027
NODE_0000526	2021-05-26	2021.398575	2021.363844	2021.452199
NODE_0000529	2021-06-02	2021.417772	2021.379031	2021.521918
EPIISL4496949/B.1.621/2021-07-10/AZUAY	2021-07-10	2021.521918	2021.521918	2021.521918
NODE_0000533	2021-06-09	2021.436838	2021.385313	2021.530616
NODE_0000534	2021-06-15	2021.453246	2021.386973	2021.531598
EPIISL3274470/B.1.621/2021-07-15/CHIMBORAZO	2021-07-15	2021.535616	2021.535616	2021.535616
NODE_0001618	2021-07-06	2021.510937	2021.478073	2021.538356
EPIISL4497011/B.1.621/2021-07-21/PICHINCHA	2021-07-21	2021.552055	2021.552055	2021.552055
EPIISL3274546/B.1.621/2021-07-16/PICHINCHA	2021-07-16	2021.538356	2021.538356	2021.538356
NODE_0000536	2021-06-23	2021.475268	2021.430279	2021.510598
NODE_0000537	2021-07-01	2021.497090	2021.464788	2021.546894
EPIISL6128959/B.1.621/2021-08-17/SANTO_DOMINGO	2021-08-17	2021.626027	2021.626027	2021.626027
EPIISL4496997/B.1.621/2021-07-28/GUAYAS	2021-07-28	2021.571233	2021.571233	2021.571233
NODE_0000538	2021-06-30	2021.494391	2021.454980	2021.519535
EPIISL4497202/B.1.621/2021-07-20/PICHINCHA	2021-07-20	2021.549315	2021.549315	2021.549315
NODE_0001616	2021-07-20	2021.549157	2021.514381	2021.554795
EPIISL3505628/B.1.621/2021-08-05/PICHINCHA	2021-08-05	2021.593151	2021.593151	2021.593151
EPIISL3505612/B.1.621/2021-07-22/BOLIVAR	2021-07-22	2021.554795	2021.554795	2021.554795
NODE_0000541	2021-05-27	2021.401331	2021.372081	2021.455386
EPIISL4496989/B.1.621/2021-07-26/GUAYAS	2021-07-26	2021.565753	2021.565753	2021.565753
NODE_0000542	2021-06-02	2021.417633	2021.375931	2021.454747
NODE_0001627	2021-06-22	2021.472597	2021.447193	2021.472603
EPIISL3010440/B.1.621/2021-06-22/EL_ORO	2021-06-22	2021.472603	2021.472603	2021.472603
NODE_0000630	2021-06-30	2021.494447	2021.467900	2021.497260
EPIISL3010434/B.1.621/2021-07-01/EL_ORO	2021-07-01	2021.497260	2021.497260	2021.497260
NODE_0000631	2021-07-05	2021.507994	2021.488315	2021.510959
EPIISL3274532/B.1.621/2021-07-06/EL_ORO	2021-07-06	2021.510959	2021.510959	2021.510959
EPIISL3133185/B.1.621/2021-07-08/EL_ORO	2021-07-08	2021.516438	2021.516438	2021.516438
NODE_0001630	2021-06-14	2021.450629	2021.429708	2021.493309
NODE_0000546	2021-06-23	2021.474717	2021.444649	2021.494521
EPIISL3010445/B.1.621/2021-06-30/CHIMBORAZO	2021-06-30	2021.494521	2021.494521	2021.494521
EPIISL3010446/B.1.621/2021-07-01/GUAYAS	2021-07-01	2021.497260	2021.497260	2021.497260
NODE_0000547	2021-06-30	2021.494480	2021.449542	2021.569713
EPIISL6129084/B.1.621/2021-08-19/LOS_RIOS	2021-08-19	2021.631507	2021.631507	2021.631507
NODE_0000549	2021-07-06	2021.510860	2021.471151	2021.580943
EPIISL6129119/B.1.621/2021-08-17/GUAYAS	2021-08-17	2021.626027	2021.626027	2021.626027
EPIISL6334962/B.1.621/2021-08-30/TUNGURAHUA	2021-08-30	2021.661644	2021.661644	2021.661644
NODE_0001631	2021-06-21	2021.470507	2021.449912	2021.496563
NODE_0001633	2021-06-29	2021.491106	2021.472975	2021.497260
EPIISL3010462/B.1.621/2021-07-01/CHIMBORAZO	2021-07-01	2021.497260	2021.497260	2021.497260
EPIISL3274495/B.1.621/2021-07-06/CHIMBORAZO	2021-07-06	2021.510959	2021.510959	2021.510959
NODE_0000553	2021-06-27	2021.486535	2021.461352	2021.497127
EPIISL3010432/B.1.621/2021-07-01/BOLIVAR	2021-07-01	2021.497260	2021.497260	2021.497260
EPIISL3274483/B.1.621/2021-07-16/CARCHI	2021-07-16	2021.538356	2021.538356	2021.538356
NODE_0001490	2021-04-20	2021.299900	2021.276919	2021.388687
NODE_0000555	2021-04-28	2021.323221	2021.273311	2021.394886
EPIISL6128941/B.1.621/2021-08-25/GUAYAS	2021-08-25	2021.647945	2021.647945	2021.647945
NODE_0001492	2021-06-09	2021.436701	2021.378018	2021.495137
EPIISL3274456/B.1.621/2021-07-21/EL_ORO	2021-07-21	2021.552055	2021.552055	2021.552055
EPIISL3274516/B.1.621/2021-07-21/EL_ORO	2021-07-21	2021.552055	2021.552055	2021.552055
NODE_0001493	2021-04-24	2021.311118	2021.276925	2021.387937
NODE_0001515	2021-05-12	2021.360087	2021.302570	2021.430341
EPIISL6128951/B.1.621/2021-08-17/PICHINCHA	2021-08-17	2021.626027	2021.626027	2021.626027
NODE_0001516	2021-07-14	2021.532826	2021.499773	2021.552055
EPIISL5330406/B.1.621/2021-07-23/PICHINCHA	2021-07-23	2021.557534	2021.557534	2021.557534
NODE_0000646	2021-07-20	2021.550572	2021.525870	2021.552055
EPIISL5330400/B.1.621/2021-07-22/PICHINCHA	2021-07-22	2021.554795	2021.554795	2021.554795
EPIISL4497016/B.1.621/2021-07-21/IMBABURA	2021-07-21	2021.552055	2021.552055	2021.552055
NODE_0000561	2021-04-29	2021.324581	2021.298901	2021.431067
NODE_0000567	2021-05-04	2021.338136	2021.299835	2021.431005
NODE_0000569	2021-05-07	2021.346419	2021.301518	2021.434351
EPIISL3274581/B.1.621/2021-07-05/CHIMBORAZO	2021-07-05	2021.508219	2021.508219	2021.508219
NODE_0000571	2021-05-12	2021.360067	2021.301302	2021.436276
EPIISL3133183/B.1.621/2021-07-06/PICHINCHA	2021-07-06	2021.510959	2021.510959	2021.510959
NODE_0001514	2021-06-29	2021.491781	2021.463097	2021.491781
EPIISL3010436/B.1.621/2021-06-29/GUAYAS	2021-06-29	2021.491781	2021.491781	2021.491781
EPIISL3010431/B.1.621/2021-06-29/GUAYAS	2021-06-29	2021.491781	2021.491781	2021.491781
NODE_0001494	2021-05-12	2021.360228	2021.323885	2021.434745
EPIISL6129039/B.1.621/2021-08-17/PICHINCHA	2021-08-17	2021.626027	2021.626027	2021.626027
NODE_0001495	2021-05-21	2021.384919	2021.359032	2021.436986
NODE_0001502	2021-06-05	2021.426800	2021.399141	2021.436986
EPIISL2603836/B.1.621/2021-06-10/ESMERALDAS	2021-06-10	2021.439726	2021.439726	2021.439726
EPIISL2897557/B.1.621/2021-06-09/ESMERALDAS	2021-06-09	2021.436986	2021.436986	2021.436986
NODE_0000658	2021-05-26	2021.398608	2021.368559	2021.439118
NODE_0000659	2021-06-01	2021.415553	2021.373609	2021.442607
EPIISL3010425/B.1.621/2021-06-15/EL_ORO	2021-06-15	2021.453425	2021.453425	2021.453425
EPIISL3010427/B.1.621/2021-06-29/GUAYAS	2021-06-29	2021.491781	2021.491781	2021.491781
NODE_0000577	2021-06-01	2021.414075	2021.367543	2021.465679
EPIISL3133190/B.1.621/2021-07-04/EL_ORO	2021-07-04	2021.505479	2021.505479	2021.505479
NODE_0000578	2021-06-03	2021.420485	2021.371167	2021.469393
EPIISL3010428/B.1.621/2021-07-06/EL_ORO	2021-07-06	2021.510959	2021.510959	2021.510959
NODE_0000579	2021-06-08	2021.434220	2021.373292	2021.468482
EPIISL3010449/B.1.621/2021-07-01/EL_ORO	2021-07-01	2021.497260	2021.497260	2021.497260
NODE_0000580	2021-06-09	2021.436860	2021.375860	2021.474094
NODE_0000581	2021-06-14	2021.450629	2021.375253	2021.478486
EPIISL4496976/B.1.621/2021-07-26/MANABI	2021-07-26	2021.565753	2021.565753	2021.565753
NODE_0000582	2021-06-19	2021.464345	2021.375533	2021.493384
EPIISL3274623/B.1.621/2021-07-08/EL_ORO	2021-07-08	2021.516438	2021.516438	2021.516438
NODE_0000585	2021-07-15	2021.535572	2021.450048	2021.595558
EPIISL6128900/B.1.621/2021-08-27/GUAYAS	2021-08-27	2021.653425	2021.653425	2021.653425
EPIISL6129052/B.1.621/2021-08-21/EL_ORO	2021-08-21	2021.636986	2021.636986	2021.636986
NODE_0001506	2021-06-23	2021.475186	2021.442109	2021.505955
NODE_0000587	2021-07-14	2021.532877	2021.491456	2021.532877
EPIISL4497166/B.1.621/2021-07-14/MORONA_SANTIAGO	2021-07-14	2021.532877	2021.532877	2021.532877
EPIISL6129061/B.1.621/2021-08-16/MORONA_SANTIAGO	2021-08-16	2021.623288	2021.623288	2021.623288
NODE_0001508	2021-07-01	2021.497255	2021.472168	2021.516744
EPIISL4497151/B.1.621/2021-07-10/PASTAZA	2021-07-10	2021.521918	2021.521918	2021.521918
NODE_0001509	2021-07-10	2021.521692	2021.504319	2021.521918
EPIISL4497241/B.1.621/2021-07-13/MORONA_SANTIAGO	2021-07-13	2021.530137	2021.530137	2021.530137
EPIISL4497268/B.1.621/2021-07-10/ORELLANA	2021-07-10	2021.521918	2021.521918	2021.521918
NODE_0001518	2021-05-08	2021.349285	2021.311822	2021.434247
NODE_0000679	2021-05-13	2021.362730	2021.313495	2021.469907
NODE_0001525	2021-06-09	2021.436675	2021.349563	2021.541053
EPIISL4496941/B.1.621/2021-07-26/CHIMBORAZO	2021-07-26	2021.565753	2021.565753	2021.565753
NODE_0001526	2021-08-02	2021.584932	2021.556960	2021.584932
EPIISL6128938/B.1.621/2021-08-02/MANABI	2021-08-02	2021.584932	2021.584932	2021.584932
EPIISL6128967/B.1.621/2021-08-17/PICHINCHA	2021-08-17	2021.626027	2021.626027	2021.626027
NODE_0001519	2021-06-02	2021.417778	2021.360314	2021.500665
NODE_0000595	2021-06-14	2021.450674	2021.360982	2021.505518
EPIISL4497187/B.1.621/2021-07-20/PICHINCHA	2021-07-20	2021.549315	2021.549315	2021.549315
EPIISL6334963/B.1.621/2021-08-30/SANTO_DOMINGO	2021-08-30	2021.661644	2021.661644	2021.661644
NODE_0001520	2021-07-06	2021.510769	2021.469743	2021.565753
EPIISL6129169/B.1.621/2021-08-18/GUAYAS	2021-08-18	2021.628767	2021.628767	2021.628767
EPIISL4496960/B.1.621/2021-07-26/GUAYAS	2021-07-26	2021.565753	2021.565753	2021.565753
NODE_0000598	2021-05-12	2021.360123	2021.314033	2021.434247
NODE_0000602	2021-05-16	2021.370992	2021.315204	2021.434247
NODE_0001540	2021-06-02	2021.417704	2021.361871	2021.476232
EPIISL4496967/B.1.621/2021-07-20/PICHINCHA	2021-07-20	2021.549315	2021.549315	2021.549315
NODE_0001541	2021-06-22	2021.472304	2021.415447	2021.517212
EPIISL3274481/B.1.621/2021-07-14/PICHINCHA	2021-07-14	2021.532877	2021.532877	2021.532877
EPIISL6507609/B.1.621/2021-07-29/SUCUMBIOS	2021-07-29	2021.573973	2021.573973	2021.573973
NODE_0001542	2021-06-02	2021.417639	2021.389216	2021.434247
EPIISL2897539/B.1.621/2021-06-08/MANABI	2021-06-08	2021.434247	2021.434247	2021.434247
NODE_0000606	2021-06-14	2021.450663	2021.403867	2021.534177
NODE_0001545	2021-07-13	2021.529129	2021.452373	2021.554795
